action_taken,action_taken_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_name_1,applicant_sex,applicant_sex_name,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_name_1,co_applicant_sex,co_applicant_sex_name,county_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,owner_occupancy,owner_occupancy_name,preapproval,property_type,property_type_name,purchaser_type,purchaser_type_name,,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,population
1,Loan originated,2,Not Hispanic or Latino,121,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Tompkins County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,226,77200,210,2466,1355,6209
1,Loan originated,2,Not Hispanic or Latino,202,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),2365,109000,247,2361,2208,7174
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",69,6,"Information not provided by applicant in mail, Internet, or telephone application",1,Male,3,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",2,Female,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),926,109000,190,2186,1992,7073
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",120,6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",5,No co-applicant,8,No co-applicant,5,No co-applicant,Bronx County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),156600,71300,178,1220,708,5038
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",131,5,White,2,Female,3,"Information not provided by applicant in mail, Internet, or telephone application",5,White,1,Male,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,865,109000,450,480,361,6208
1,Loan originated,2,Not Hispanic or Latino,114,3,Black or African American,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Tompkins County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,232,77200,148,1193,1020,3980
1,Loan originated,2,Not Hispanic or Latino,114,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,New York County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,13881,71300,260,194,1391,8807
1,Loan originated,1,Hispanic or Latino,77,5,White,1,Male,1,Hispanic or Latino,5,White,2,Female,Suffolk County,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",448,109000,275,1126,756,5268
1,Loan originated,2,Not Hispanic or Latino,35,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Cortland County,1,Home purchase,4,FSA/RHS-guaranteed,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),159859,60000,84,1384,996,3144
1,Loan originated,2,Not Hispanic or Latino,113,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Kings County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",388,71300,471,307,94,2624
1,Loan originated,2,Not Hispanic or Latino,123,5,White,2,Female,2,Not Hispanic or Latino,5,White,1,Male,Tompkins County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,234,77200,75,1857,1305,4472
1,Loan originated,2,Not Hispanic or Latino,115,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Putnam County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,13943,95200,260,1825,1537,5245
1,Loan originated,2,Not Hispanic or Latino,154,2,Asian,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Suffolk County,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",458,109000,368,1623,1228,4969
1,Loan originated,2,Not Hispanic or Latino,86,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Erie County,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,159903,69000,265,2853,2814,8334
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",151,6,"Information not provided by applicant in mail, Internet, or telephone application",1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,885,109000,258,1869,1112,5204
1,Loan originated,2,Not Hispanic or Latino,106,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Tompkins County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,239,77200,251,1857,1305,4472
1,Loan originated,2,Not Hispanic or Latino,112,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Erie County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,13944,69000,180,1640,1340,4081
1,Loan originated,2,Not Hispanic or Latino,89,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Suffolk County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",464,109000,312,2051,1965,7039
1,Loan originated,2,Not Hispanic or Latino,50,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Kings County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),159970,71300,77,629,385,4217
1,Loan originated,1,Hispanic or Latino,66,5,White,1,Male,1,Hispanic or Latino,5,White,2,Female,Suffolk County,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",397,109000,215,1656,1570,7508
1,Loan originated,2,Not Hispanic or Latino,28,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Tompkins County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,241,77200,100,1559,712,3721
1,Loan originated,2,Not Hispanic or Latino,32,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Broome County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),5961,66400,64,1588,1006,3475
1,Loan originated,2,Not Hispanic or Latino,,3,Black or African American,2,Female,2,Not Hispanic or Latino,3,Black or African American,1,Male,Queens County,3,Refinancing,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",468,71300,415,407,384,1074
1,Loan originated,2,Not Hispanic or Latino,,3,Black or African American,1,Male,2,Not Hispanic or Latino,3,Black or African American,2,Female,Nassau County,3,Refinancing,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),105448,109000,339,2074,1585,7186
1,Loan originated,1,Hispanic or Latino,72,5,White,1,Male,1,Hispanic or Latino,5,White,1,Male,Suffolk County,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",400,109000,254,1423,1191,6415
1,Loan originated,2,Not Hispanic or Latino,105,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Cayuga County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,245,60000,152,1890,1280,3987
1,Loan originated,2,Not Hispanic or Latino,70,6,"Information not provided by applicant in mail, Internet, or telephone application",1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Monroe County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",1249,69700,126,2022,1763,5519
1,Loan originated,2,Not Hispanic or Latino,193,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),952,109000,260,1772,1610,5249
1,Loan originated,2,Not Hispanic or Latino,158,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Richmond County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,14173,71300,604,1133,835,3258
1,Loan originated,1,Hispanic or Latino,48,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),908,109000,135,2093,1716,6067
1,Loan originated,2,Not Hispanic or Latino,40,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Cortland County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,260,60000,114,2054,1520,5537
1,Loan originated,2,Not Hispanic or Latino,179,5,White,1,Male,2,Not Hispanic or Latino,5,White,1,Male,Ontario County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",77,69700,50,1662,1358,4605
1,Loan originated,2,Not Hispanic or Latino,183,5,White,2,Female,2,Not Hispanic or Latino,5,White,1,Male,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),960,109000,466,1094,1034,3166
1,Loan originated,2,Not Hispanic or Latino,33,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Suffolk County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),178157,109000,133,1993,1707,5803
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",127,6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",Suffolk County,3,Refinancing,3,VA-guaranteed,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,4482,109000,694,1279,1220,3719
1,Loan originated,2,Not Hispanic or Latino,55,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Tompkins County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,261,77200,193,1352,902,4070
1,Loan originated,2,Not Hispanic or Latino,72,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Bronx County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,13986,71300,395,345,184,5696
1,Loan originated,2,Not Hispanic or Latino,152,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),964,109000,336,2100,1944,6614
1,Loan originated,2,Not Hispanic or Latino,77,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Rensselaer County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,14216,82700,158,1157,831,2530
1,Loan originated,2,Not Hispanic or Latino,173,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),909,109000,558,1650,1633,4969
1,Loan originated,2,Not Hispanic or Latino,,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Tompkins County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,274,77200,107,1845,908,5647
1,Loan originated,2,Not Hispanic or Latino,150,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Albany County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,14196,82700,256,2894,2367,7792
1,Loan originated,2,Not Hispanic or Latino,186,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,969,109000,340,1921,1819,6474
1,Loan originated,2,Not Hispanic or Latino,136,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Kings County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,14238,71300,400,1138,437,3421
1,Loan originated,2,Not Hispanic or Latino,108,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),931,109000,339,1305,1061,4281
1,Loan originated,2,Not Hispanic or Latino,159,3,Black or African American,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Tompkins County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,282,77200,296,1352,902,4070
1,Loan originated,1,Hispanic or Latino,46,3,Black or African American,1,Male,1,Hispanic or Latino,3,Black or African American,1,Male,Suffolk County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,14239,109000,105,1512,1334,6391
1,Loan originated,1,Hispanic or Latino,169,5,White,2,Female,2,Not Hispanic or Latino,5,White,1,Male,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,981,109000,350,3115,2815,8009
1,Loan originated,2,Not Hispanic or Latino,109,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Suffolk County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),1883,109000,392,2554,1322,4394
1,Loan originated,2,Not Hispanic or Latino,198,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",457,109000,712,1435,1610,4530
1,Loan originated,2,Not Hispanic or Latino,336,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Tompkins County,3,Refinancing,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,295,77200,160,2536,1812,5518
1,Loan originated,2,Not Hispanic or Latino,146,5,White,1,Male,1,Hispanic or Latino,5,White,2,Female,Suffolk County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),4621,109000,408,706,572,2243
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",66,6,"Information not provided by applicant in mail, Internet, or telephone application",1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),984,109000,265,2239,1964,6492
1,Loan originated,2,Not Hispanic or Latino,108,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Rensselaer County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),10541,82700,149,1767,1008,4582
1,Loan originated,1,Hispanic or Latino,56,5,White,1,Male,1,Hispanic or Latino,5,White,2,Female,Queens County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),462,71300,297,772,840,2303
1,Loan originated,2,Not Hispanic or Latino,74,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Cortland County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,313,60000,144,1590,1151,4111
1,Loan originated,2,Not Hispanic or Latino,157,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Westchester County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,14292,71300,417,1422,1231,4452
1,Loan originated,2,Not Hispanic or Latino,121,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,3,Refinancing,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),330600,109000,431,2365,2245,6790
1,Loan originated,2,Not Hispanic or Latino,213,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Saratoga County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,14306,82700,295,2698,1693,5324
1,Loan originated,2,Not Hispanic or Latino,105,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),950,109000,417,1896,1525,4995
1,Loan originated,2,Not Hispanic or Latino,174,5,White,2,Female,2,Not Hispanic or Latino,2,Asian,1,Male,Tompkins County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,316,77200,282,1559,712,3721
1,Loan originated,2,Not Hispanic or Latino,198,5,White,2,Female,2,Not Hispanic or Latino,5,White,1,Male,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,14426,109000,300,1772,1610,5249
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",130,6,"Information not provided by applicant in mail, Internet, or telephone application",1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),105680,109000,225,1910,1753,5702
1,Loan originated,2,Not Hispanic or Latino,96,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Suffolk County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,14388,109000,442,1199,1183,3401
1,Loan originated,2,Not Hispanic or Latino,75,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Suffolk County,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),7495,109000,166,1291,1119,4501
1,Loan originated,2,Not Hispanic or Latino,145,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Tompkins County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,323,77200,200,1845,908,5647
1,Loan originated,2,Not Hispanic or Latino,85,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Putnam County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,14483,95200,175,2450,2026,6792
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",59,6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",5,No co-applicant,8,No co-applicant,5,No co-applicant,Bronx County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,1,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,4794,71300,81,,262,4525
1,Loan originated,2,Not Hispanic or Latino,71,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Dutchess County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,2,95200,25,1654,942,4276
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",146,6,"Information not provided by applicant in mail, Internet, or telephone application",1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Suffolk County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),961,109000,330,1223,1121,3691
1,Loan originated,2,Not Hispanic or Latino,140,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Tompkins County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,344,77200,340,1982,1266,5784
1,Loan originated,2,Not Hispanic or Latino,434,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Suffolk County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),160295,109000,340,2034,1923,6618
1,Loan originated,2,Not Hispanic or Latino,46,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,New York County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,6195,71300,285,179,1555,5377
1,Loan originated,2,Not Hispanic or Latino,229,2,Asian,1,Male,2,Not Hispanic or Latino,2,Asian,2,Female,Richmond County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,14404,71300,496,1870,1493,5323
1,Loan originated,2,Not Hispanic or Latino,58,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Suffolk County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),967,109000,160,2017,1712,8326
1,Loan originated,2,Not Hispanic or Latino,91,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Cortland County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,349,60000,98,1384,996,3144
1,Loan originated,2,Not Hispanic or Latino,34,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Monroe County,1,Home purchase,3,VA-guaranteed,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",1366,69700,115,1515,726,4043
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",,6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),142584,109000,216,502,471,3576
1,Loan originated,2,Not Hispanic or Latino,143,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Saratoga County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),14410,82700,285,2573,2159,7078
1,Loan originated,2,Not Hispanic or Latino,275,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,New York County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,330561,71300,656,144,822,2397
1,Loan originated,2,Not Hispanic or Latino,88,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Tompkins County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,352,77200,282,1982,1266,5784
1,Loan originated,2,Not Hispanic or Latino,39,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Tioga County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,894,66400,131,2000,1739,5000
1,Loan originated,2,Not Hispanic or Latino,78,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Suffolk County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,1,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,8401,109000,348,688,611,2216
